include,source,title,authors,url,doi
NO,zenodo,"Figure 33 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure33
NO,zenodo,Figure 3a from: Ruete A (2015) Displaying bias in sampling effort of data accessed from biodiversity databases using ignorance maps. Biodiversity Data Journal 3: e5361. https://doi.org/10.3897/BDJ.3.e5361,"- Ruete, Alejandro",,10.3897/BDJ.3.e5361.figure3a
NO,zenodo,Figure 3b from: Ruete A (2015) Displaying bias in sampling effort of data accessed from biodiversity databases using ignorance maps. Biodiversity Data Journal 3: e5361. https://doi.org/10.3897/BDJ.3.e5361,"- Ruete, Alejandro",,10.3897/BDJ.3.e5361.figure3b
NO,zenodo,Figure 3c from: Ruete A (2015) Displaying bias in sampling effort of data accessed from biodiversity databases using ignorance maps. Biodiversity Data Journal 3: e5361. https://doi.org/10.3897/BDJ.3.e5361,"- Ruete, Alejandro",,10.3897/BDJ.3.e5361.figure3c
NO,zenodo,Figure 3d from: Ruete A (2015) Displaying bias in sampling effort of data accessed from biodiversity databases using ignorance maps. Biodiversity Data Journal 3: e5361. https://doi.org/10.3897/BDJ.3.e5361,"- Ruete, Alejandro",,10.3897/BDJ.3.e5361.figure3d
NO,zenodo,Figure 3e from: Ruete A (2015) Displaying bias in sampling effort of data accessed from biodiversity databases using ignorance maps. Biodiversity Data Journal 3: e5361. https://doi.org/10.3897/BDJ.3.e5361,"- Ruete, Alejandro",,10.3897/BDJ.3.e5361.figure3e
NO,zenodo,Figure 3f from: Ruete A (2015) Displaying bias in sampling effort of data accessed from biodiversity databases using ignorance maps. Biodiversity Data Journal 3: e5361. https://doi.org/10.3897/BDJ.3.e5361,"- Ruete, Alejandro",,10.3897/BDJ.3.e5361.figure3f
NO,zenodo,Figure 4 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure4
NO,zenodo,"Figure 4 from: Brown B, Hartop E (2017) Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae). Biodiversity Data Journal 5: e15052. https://doi.org/10.3897/BDJ.5.e15052","- Brown, Brian
- Hartop, Emily",,10.3897/BDJ.5.e15052.figure4
NO,zenodo,"Figure 4 from: Cardoso A, Tsiamis K, Gervasini E, Schade S, Taucer F, Adriaens T, Copas K, Flevaris S, Galiay P, Jennings E, Josefsson M, López B, Magan J, Marchante E, Montani E, Roy H, von Schomberg R, See L, Quintas M (2017) Citizen Science and Open Data: a model for Invasive Alien Species in Europe. Research Ideas and Outcomes 3: e14811. https://doi.org/10.3897/rio.3.e14811","- Cardoso, Ana Cristina
- Tsiamis, Konstantinos
- Gervasini, Eugenio
- Schade, Sven
- Taucer, Fabio
- Adriaens, Tim
- Copas, Kyle
- Flevaris, Spyridon
- Galiay, Philippe
- Jennings, Eleanor
- Josefsson, Melanie
- López, Bernat
- Magan, John
- Marchante, Elizabete
- Montani, Elena
- Roy, Helen
- von Schomberg, René
- See, Linda
- Quintas, Mafalda",,10.3897/rio.3.e14811.figure4
NO,zenodo,"Figure 4 from: Croce A, Nazzaro R (2017) An atlas of orchids distribution in the Campania region (Italy), a citizen science project for the most charming plant family. Italian Botanist 4: 15-32. https://doi.org/10.3897/ib.4.14916","- Croce, Antonio
- Nazzaro, Roberto",,10.3897/ib.4.14916.figure4
NO,zenodo,"Figure 4 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure4
NO,zenodo,"Figure 4 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.figure4
NO,zenodo,"Figure 4 from: Hill A, Guralnick R, Smith A, Sallans A, Gillespie R, Denslow M, Gross J, Murrell Z, Conyers T, Oboyski P, Ball J, Thomer A, Prys-Jones R, de la Torre J, Kociolek P, Fortson L (2012) The notes from nature tool for unlocking biodiversity records from museum records through citizen science. ZooKeys 209: 219-233. https://doi.org/10.3897/zookeys.209.3472","- Hill, Andrew
- Guralnick, Robert
- Smith, Arfon
- Sallans, Andrew
- Gillespie, Rosemary
- Denslow, Michael
- Gross, Joyce
- Murrell, Zack
- Conyers, Tim
- Oboyski, Peter
- Ball, Joan
- Thomer, Andrea
- Prys-Jones, Robert
- de la Torre, Javier
- Kociolek, Patrick
- Fortson, Lucy",,10.3897/zookeys.209.3472.figure4
NO,zenodo,"Figure 4 from: Maes D, Vanreusel W, Herremans M, Vantieghem P, Brosens D, Gielen K, Beck O, Van Dyck H, Desmet P, Vlinderwerkgroep Natuurpunt (2016) A database on the distribution of butterflies (Lepidoptera) in northern Belgium (Flanders and the Brussels Capital Region). ZooKeys 585: 143-156. https://doi.org/10.3897/zookeys.585.8019","- Maes, Dirk
- Vanreusel, Wouter
- Herremans, Marc
- Vantieghem, Pieter
- Brosens, Dimitri
- Gielen, Karin
- Beck, Olivier
- Van Dyck, Hans
- Desmet, Peter
- Natuurpunt, Vlinderwerkgroep",,10.3897/zookeys.585.8019.figure4
NO,zenodo,"Figure 4 from: Mietchen D, Hagedorn G, Willighagen E, Rico M, Gómez-Pérez A, Aibar E, Rafes K, Germain C, Dunning A, Pintscher L, Kinzler D (2015) Enabling Open Science: Wikidata for Research (Wiki4R). Research Ideas and Outcomes 1: e7573. https://doi.org/10.3897/rio.1.e7573","- Mietchen, Daniel
- Hagedorn, Gregor
- Willighagen, Egon
- Rico, Mariano
- Gómez-Pérez, Asunción
- Aibar, Eduard
- Rafes, Karima
- Germain, Cécile
- Dunning, Alastair
- Pintscher, Lydia
- Kinzler, Daniel",,10.3897/rio.1.e7573.figure4
NO,zenodo,"Figure 4 from: Runnel V, Peterson M, Zirk A (2017) ""My naturesound"" - nature observations with sound recordings. Biodiversity Data Journal 5: e20200. https://doi.org/10.3897/BDJ.5.e20200","- Runnel, Veljo
- Peterson, Marko
- Zirk, Allan",,10.3897/BDJ.5.e20200.figure4
NO,zenodo,"Figure 4 from: Runnel V, Wetzel F, Groom Q, Koch W, Pe'er I, Valland N, Panteri E, Kõljalg U (2016) Summary report and strategy recommendations for EU citizen science gateway for biodiversity data. Research Ideas and Outcomes 2: e11563. https://doi.org/10.3897/rio.2.e11563","- Runnel, Veljo
- Wetzel, Florian
- Groom, Quentin
- Koch, Wouter
- Pe'er, Israel
- Valland, Nils
- Panteri, Emmanouela
- Kõljalg, Urmas",,10.3897/rio.2.e11563.figure4
NO,zenodo,"Figure 4 from: Silvertown J, Harvey M, Greenwood R, Dodd M, Rosewell J, Rebelo T, Ansine J, McConway K (2015)  Crowdsourcing the identification of organisms: A case-study of iSpot. ZooKeys 480: 125-146. https://doi.org/10.3897/zookeys.480.8803","- Silvertown, Jonathan
- Harvey, Martin
- Greenwood, Richard
- Dodd, Mike
- Rosewell, Jon
- Rebelo, Tony
- Ansine, Janice
- McConway, Kevin",,10.3897/zookeys.480.8803.figure4
NO,zenodo,"Figure 4 from: Steeman R, Vanreusel W, Barendse R, Verloove F, Wysmantel N, Van den Bussche W, Gyselinck T, Hendrickx P, Zwaenepoel A, Van Vooren P, Jacobs S, Desmet P, Gielen K, Herremans M, Swinnen K, all plant working groups and plant observers   (2017) Waarnemingen.be – Plant occurrences in Flanders and the Brussels Capital Region, Belgium. PhytoKeys 85: 1-10. https://doi.org/10.3897/phytokeys.85.14925","- Steeman, Roosmarijn
- Vanreusel, Wouter
- Barendse, Rutger
- Verloove, Filip
- Wysmantel, Nico
- Van den Bussche, Walter
- Gyselinck, Thomas
- Hendrickx, Pieter
- Zwaenepoel, Arnout
- Van Vooren, Pierre
- Jacobs, Steven
- Desmet, Peter
- Gielen, Karin
- Herremans, Marc
- Swinnen, Kristijn R.R.",,10.3897/phytokeys.85.14925.figure4
NO,zenodo,"Figure 4 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure4
NO,zenodo,"Figure 4 from: Vattakaven T, George R, Balasubramanian D, Réjou-Méchain M, Muthusankar G, Ramesh B, Prabhakar R (2016) India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform. Biodiversity Data Journal 4: e10279. https://doi.org/10.3897/BDJ.4.e10279","- Vattakaven, Thomas
- George, Rohit
- Balasubramanian, Dhandapani
- Réjou-Méchain, Maxime
- Muthusankar, Gowrappan
- Ramesh, Brahmasamudra
- Prabhakar, R",,10.3897/BDJ.4.e10279.figure4
NO,zenodo,"Figure 4 from: Vohland K, Häuser C, Regan E, Hoffmann A, Wetzel F (2016) 2nd EU BON Stakeholder Roundtable (Berlin, Germany): How can a European biodiversity network support citizen science? Research Ideas and Outcomes 2: e8616. https://doi.org/10.3897/rio.2.e8616","- Vohland, Katrin
- Häuser, Christoph
- Regan, Eugenie
- Hoffmann, Anke
- Wetzel, Florian",,10.3897/rio.2.e8616.figure4
NO,zenodo,"Figure 4 from: Wehrmann J, de Boer F, Benjumea R, Cavaillès S, Engelen D, Jansen J, Verhelst B, Vansteelant WMG (2019) Batumi Raptor Count: autumn raptor migration count data from the Batumi bottleneck, Republic of Georgia. ZooKeys 836: 135-157. https://doi.org/10.3897/zookeys.836.29252","- Wehrmann, Jasper
- de Boer, Folkert
- Benjumea, Rafa
- Cavaillès, Simon
- Engelen, Dries
- Jansen, Johannes
- Verhelst, Brecht
- Vansteelant, Wouter M.G.",,10.3897/zookeys.836.29252.figure4
NO,zenodo,"Figure 4 from: Wilson J, Jisming-See S, Brandon-Mong G, Lim A, Lim V, Lee P, Sing K (2015) Citizen Science: The First Peninsular Malaysia Butterfly Count. Biodiversity Data Journal 3: e7159. https://doi.org/10.3897/BDJ.3.e7159","- Wilson, John-James
- Jisming-See, Shi-Wei
- Brandon-Mong, Guo-Jie
- Lim, Aik-Hean
- Lim, Voon-Ching
- Lee, Ping-Shin
- Sing, Kong-Wah",,10.3897/BDJ.3.e7159.figure4
NO,zenodo,Figure 5 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure5
NO,zenodo,"Figure 5 from: Brown B, Hartop E (2017) Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae). Biodiversity Data Journal 5: e15052. https://doi.org/10.3897/BDJ.5.e15052","- Brown, Brian
- Hartop, Emily",,10.3897/BDJ.5.e15052.figure5
NO,zenodo,"Figure 5 from: Croce A, Nazzaro R (2017) An atlas of orchids distribution in the Campania region (Italy), a citizen science project for the most charming plant family. Italian Botanist 4: 15-32. https://doi.org/10.3897/ib.4.14916","- Croce, Antonio
- Nazzaro, Roberto",,10.3897/ib.4.14916.figure5
NO,zenodo,"Figure 5 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure5
NO,zenodo,"Figure 5 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.figure5
NO,zenodo,"Figure 5 from: Maes D, Vanreusel W, Herremans M, Vantieghem P, Brosens D, Gielen K, Beck O, Van Dyck H, Desmet P, Vlinderwerkgroep Natuurpunt (2016) A database on the distribution of butterflies (Lepidoptera) in northern Belgium (Flanders and the Brussels Capital Region). ZooKeys 585: 143-156. https://doi.org/10.3897/zookeys.585.8019","- Maes, Dirk
- Vanreusel, Wouter
- Herremans, Marc
- Vantieghem, Pieter
- Brosens, Dimitri
- Gielen, Karin
- Beck, Olivier
- Van Dyck, Hans
- Desmet, Peter
- Natuurpunt, Vlinderwerkgroep",,10.3897/zookeys.585.8019.figure5
NO,zenodo,"Figure 5 from: Mietchen D, Hagedorn G, Willighagen E, Rico M, Gómez-Pérez A, Aibar E, Rafes K, Germain C, Dunning A, Pintscher L, Kinzler D (2015) Enabling Open Science: Wikidata for Research (Wiki4R). Research Ideas and Outcomes 1: e7573. https://doi.org/10.3897/rio.1.e7573","- Mietchen, Daniel
- Hagedorn, Gregor
- Willighagen, Egon
- Rico, Mariano
- Gómez-Pérez, Asunción
- Aibar, Eduard
- Rafes, Karima
- Germain, Cécile
- Dunning, Alastair
- Pintscher, Lydia
- Kinzler, Daniel",,10.3897/rio.1.e7573.figure5
NO,zenodo,"Figure 5 from: Runnel V, Peterson M, Zirk A (2017) ""My naturesound"" - nature observations with sound recordings. Biodiversity Data Journal 5: e20200. https://doi.org/10.3897/BDJ.5.e20200","- Runnel, Veljo
- Peterson, Marko
- Zirk, Allan",,10.3897/BDJ.5.e20200.figure5
NO,zenodo,"Figure 5 from: Runnel V, Wetzel F, Groom Q, Koch W, Pe'er I, Valland N, Panteri E, Kõljalg U (2016) Summary report and strategy recommendations for EU citizen science gateway for biodiversity data. Research Ideas and Outcomes 2: e11563. https://doi.org/10.3897/rio.2.e11563","- Runnel, Veljo
- Wetzel, Florian
- Groom, Quentin
- Koch, Wouter
- Pe'er, Israel
- Valland, Nils
- Panteri, Emmanouela
- Kõljalg, Urmas",,10.3897/rio.2.e11563.figure5
NO,zenodo,"Figure 5 from: Silvertown J, Harvey M, Greenwood R, Dodd M, Rosewell J, Rebelo T, Ansine J, McConway K (2015)  Crowdsourcing the identification of organisms: A case-study of iSpot. ZooKeys 480: 125-146. https://doi.org/10.3897/zookeys.480.8803","- Silvertown, Jonathan
- Harvey, Martin
- Greenwood, Richard
- Dodd, Mike
- Rosewell, Jon
- Rebelo, Tony
- Ansine, Janice
- McConway, Kevin",,10.3897/zookeys.480.8803.figure5
NO,zenodo,"Figure 5 from: Steeman R, Vanreusel W, Barendse R, Verloove F, Wysmantel N, Van den Bussche W, Gyselinck T, Hendrickx P, Zwaenepoel A, Van Vooren P, Jacobs S, Desmet P, Gielen K, Herremans M, Swinnen K, all plant working groups and plant observers   (2017) Waarnemingen.be – Plant occurrences in Flanders and the Brussels Capital Region, Belgium. PhytoKeys 85: 1-10. https://doi.org/10.3897/phytokeys.85.14925","- Steeman, Roosmarijn
- Vanreusel, Wouter
- Barendse, Rutger
- Verloove, Filip
- Wysmantel, Nico
- Van den Bussche, Walter
- Gyselinck, Thomas
- Hendrickx, Pieter
- Zwaenepoel, Arnout
- Van Vooren, Pierre
- Jacobs, Steven
- Desmet, Peter
- Gielen, Karin
- Herremans, Marc
- Swinnen, Kristijn R.R.",,10.3897/phytokeys.85.14925.figure5
NO,zenodo,"Figure 5 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure5
NO,zenodo,"Figure 5 from: Vattakaven T, George R, Balasubramanian D, Réjou-Méchain M, Muthusankar G, Ramesh B, Prabhakar R (2016) India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform. Biodiversity Data Journal 4: e10279. https://doi.org/10.3897/BDJ.4.e10279","- Vattakaven, Thomas
- George, Rohit
- Balasubramanian, Dhandapani
- Réjou-Méchain, Maxime
- Muthusankar, Gowrappan
- Ramesh, Brahmasamudra
- Prabhakar, R",,10.3897/BDJ.4.e10279.figure5
NO,zenodo,"Figure 5 from: Vohland K, Häuser C, Regan E, Hoffmann A, Wetzel F (2016) 2nd EU BON Stakeholder Roundtable (Berlin, Germany): How can a European biodiversity network support citizen science? Research Ideas and Outcomes 2: e8616. https://doi.org/10.3897/rio.2.e8616","- Vohland, Katrin
- Häuser, Christoph
- Regan, Eugenie
- Hoffmann, Anke
- Wetzel, Florian",,10.3897/rio.2.e8616.figure5
NO,zenodo,"Figure 5 from: Wehrmann J, de Boer F, Benjumea R, Cavaillès S, Engelen D, Jansen J, Verhelst B, Vansteelant WMG (2019) Batumi Raptor Count: autumn raptor migration count data from the Batumi bottleneck, Republic of Georgia. ZooKeys 836: 135-157. https://doi.org/10.3897/zookeys.836.29252","- Wehrmann, Jasper
- de Boer, Folkert
- Benjumea, Rafa
- Cavaillès, Simon
- Engelen, Dries
- Jansen, Johannes
- Verhelst, Brecht
- Vansteelant, Wouter M.G.",,10.3897/zookeys.836.29252.figure5
NO,zenodo,"Figure 5 from: Wilson J, Jisming-See S, Brandon-Mong G, Lim A, Lim V, Lee P, Sing K (2015) Citizen Science: The First Peninsular Malaysia Butterfly Count. Biodiversity Data Journal 3: e7159. https://doi.org/10.3897/BDJ.3.e7159","- Wilson, John-James
- Jisming-See, Shi-Wei
- Brandon-Mong, Guo-Jie
- Lim, Aik-Hean
- Lim, Voon-Ching
- Lee, Ping-Shin
- Sing, Kong-Wah",,10.3897/BDJ.3.e7159.figure5
NO,zenodo,Figure 6 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure6
NO,zenodo,"Figure 6 from: Brown B, Hartop E (2017) Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae). Biodiversity Data Journal 5: e15052. https://doi.org/10.3897/BDJ.5.e15052","- Brown, Brian
- Hartop, Emily",,10.3897/BDJ.5.e15052.figure6
NO,zenodo,"Figure 6 from: Croce A, Nazzaro R (2017) An atlas of orchids distribution in the Campania region (Italy), a citizen science project for the most charming plant family. Italian Botanist 4: 15-32. https://doi.org/10.3897/ib.4.14916","- Croce, Antonio
- Nazzaro, Roberto",,10.3897/ib.4.14916.figure6
NO,zenodo,"Figure 6 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure6
NO,zenodo,"Figure 6 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.figure6
NO,zenodo,"Figure 6 from: Runnel V, Peterson M, Zirk A (2017) ""My naturesound"" - nature observations with sound recordings. Biodiversity Data Journal 5: e20200. https://doi.org/10.3897/BDJ.5.e20200","- Runnel, Veljo
- Peterson, Marko
- Zirk, Allan",,10.3897/BDJ.5.e20200.figure6
NO,zenodo,"Figure 6 from: Silvertown J, Harvey M, Greenwood R, Dodd M, Rosewell J, Rebelo T, Ansine J, McConway K (2015)  Crowdsourcing the identification of organisms: A case-study of iSpot. ZooKeys 480: 125-146. https://doi.org/10.3897/zookeys.480.8803","- Silvertown, Jonathan
- Harvey, Martin
- Greenwood, Richard
- Dodd, Mike
- Rosewell, Jon
- Rebelo, Tony
- Ansine, Janice
- McConway, Kevin",,10.3897/zookeys.480.8803.figure6
NO,zenodo,"Figure 6 from: Steeman R, Vanreusel W, Barendse R, Verloove F, Wysmantel N, Van den Bussche W, Gyselinck T, Hendrickx P, Zwaenepoel A, Van Vooren P, Jacobs S, Desmet P, Gielen K, Herremans M, Swinnen K, all plant working groups and plant observers   (2017) Waarnemingen.be – Plant occurrences in Flanders and the Brussels Capital Region, Belgium. PhytoKeys 85: 1-10. https://doi.org/10.3897/phytokeys.85.14925","- Steeman, Roosmarijn
- Vanreusel, Wouter
- Barendse, Rutger
- Verloove, Filip
- Wysmantel, Nico
- Van den Bussche, Walter
- Gyselinck, Thomas
- Hendrickx, Pieter
- Zwaenepoel, Arnout
- Van Vooren, Pierre
- Jacobs, Steven
- Desmet, Peter
- Gielen, Karin
- Herremans, Marc
- Swinnen, Kristijn R.R.",,10.3897/phytokeys.85.14925.figure6
NO,zenodo,"Figure 6 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure6
NO,zenodo,"Figure 6 from: Vattakaven T, George R, Balasubramanian D, Réjou-Méchain M, Muthusankar G, Ramesh B, Prabhakar R (2016) India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform. Biodiversity Data Journal 4: e10279. https://doi.org/10.3897/BDJ.4.e10279","- Vattakaven, Thomas
- George, Rohit
- Balasubramanian, Dhandapani
- Réjou-Méchain, Maxime
- Muthusankar, Gowrappan
- Ramesh, Brahmasamudra
- Prabhakar, R",,10.3897/BDJ.4.e10279.figure6
NO,zenodo,"Figure 6 from: Vohland K, Häuser C, Regan E, Hoffmann A, Wetzel F (2016) 2nd EU BON Stakeholder Roundtable (Berlin, Germany): How can a European biodiversity network support citizen science? Research Ideas and Outcomes 2: e8616. https://doi.org/10.3897/rio.2.e8616","- Vohland, Katrin
- Häuser, Christoph
- Regan, Eugenie
- Hoffmann, Anke
- Wetzel, Florian",,10.3897/rio.2.e8616.figure6
NO,zenodo,"Figure 6 from: Wilson J, Jisming-See S, Brandon-Mong G, Lim A, Lim V, Lee P, Sing K (2015) Citizen Science: The First Peninsular Malaysia Butterfly Count. Biodiversity Data Journal 3: e7159. https://doi.org/10.3897/BDJ.3.e7159","- Wilson, John-James
- Jisming-See, Shi-Wei
- Brandon-Mong, Guo-Jie
- Lim, Aik-Hean
- Lim, Voon-Ching
- Lee, Ping-Shin
- Sing, Kong-Wah",,10.3897/BDJ.3.e7159.figure6
NO,zenodo,Figure 7 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure7
NO,zenodo,"Figure 7 from: Brown B, Hartop E (2017) Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae). Biodiversity Data Journal 5: e15052. https://doi.org/10.3897/BDJ.5.e15052","- Brown, Brian
- Hartop, Emily",,10.3897/BDJ.5.e15052.figure7
NO,zenodo,"Figure 7 from: Croce A, Nazzaro R (2017) An atlas of orchids distribution in the Campania region (Italy), a citizen science project for the most charming plant family. Italian Botanist 4: 15-32. https://doi.org/10.3897/ib.4.14916","- Croce, Antonio
- Nazzaro, Roberto",,10.3897/ib.4.14916.figure7
